esperto	NOM	C'è bisogno di ingegneri ma anche di tecnici sminatori e di ogni sorta di esperti.	esperti	Wir brauchen Ingenieure, wir brauchen auch Minenräumer, wir brauchen alle Arten von Experten.	Experten	È splendido ricevere lodi da un esperto nel settore.	esperto	Ein Lob vom Fachmann geht runter wie Öl.	Fachmann	Nel suo campo è veramente un esperto.	esperto	Er ist wirklich ein Experte in seinem Fach.	Experte
eccezionale	ADJ	Maria si rese conto che le sue eccezionali capacità intellettuali le impedivano di andare avanti sulla strada per la felicità.	eccezionali	Es wurde Maria bewusst, dass ihre herausragenden intellektuellen Fähigkeiten sie daran hindern, den Weg ins Glück zu gehen.	herrausragenden	Le cose eccezionali non avvengono per vie consuete, banali.	eccezionali	Außergewöhnliche Dinge geschehen nicht auf glattem, gewöhnlichem Wege.	Außergewöhnliche	Tuo padre era un uomo eccezionale in ogni relazione.	eccezionale	Dein Vater war in jeder Beziehung ein außergewöhnlicher Mann.	außergewöhnlicher
abile	ADJ	Un abile impiegato sa come coprire una piccola differenza nel bilancio.	abile	Jeder fähige Bankangestellte kann eine Ungereimtheit vertuschen.	fähige	N/A	N/A	N/A		N/A	N/A	N/A	
sfortunatamente	ADV	Sfortunatamente, Mary non poteva sapere che Tom aveva già deciso tutto e aspettava solo l'occasione per farglielo sapere.	Sfortunatamente	Leider konnte Maria nicht wissen, dass Tom bereits alles entschieden hatte und nur noch auf eine günstige Gelegenheit wartete, um sie darüber in Kenntnis zu setzen.	Leider	Sfortunatamente, le riserve di cibo finirono prima della fine dell'inverno.	Sfortunatamente	Leider gingen die Nahrungsmittelvorräte vor Ende des Winters zu Ende.	Leider	Sfortunatamente si è rotto una gamba nell'incidente.	Sfortunatamente	Leider hat er beim Unfall seinen Fuß gebrochen.	Leider
acquifero	ADJ	Questi rifiuti potrebbero contaminare la falda acquifera.	acquifera	Dieser Abfall könnte das Grundwasser kontaminieren.	wasser	Abbiamo facilmente creato un pozzo in giardino, il livello acquifero vicino al mare si trova a pochi metri di profondità.	acquifero	Wir haben problemlos einen Brunnen im Garten angelegt, der Wasserspiegel in der Nähe des Meeres ist einige Meter tief.	Wasser	N/A	N/A	N/A	
merluzzo	NOM	Ho sgombro, merluzzo o nasello?	merluzzo	Ich hätte Makrele, Kabeljau oder Seehecht.	Kabeljau	N/A	N/A	N/A		N/A	N/A	N/A	
inviare	VER	Quando una persona media invia un messaggio in una bottiglia, è solo una fantasia infantile.	invia	Wenn eine normaler Mensch eine Flaschenpost verschickt, so nur aus einer kindlichen Träumerei heraus.	verschickt	Hai inviato una lettera dall'Algeria.	inviato	Du hast aus Algerien einen Brief geschickt.	geschickt	Lui mi ha inviato la sua foto.	inviato	Er hat mir sein Foto geschickt.	geschickt
permettere	VER	Tom una volta mangiava fuori ogni giorno, però adesso non se lo può permettere.	permettere	Tom ist früher jeden Tag essen gegangen, aber heute kann er sich das nicht mehr leisten.	leisten	L'insegnante gli permise di tornare a casa.	permise	Die Lehrerin erlaubte ihm, nach Hause zu gehen.	erlaubte	I miei genitori non mi permetterebbero di uscire con dei ragazzi.	permetterebbero	Meine Eltern erlaubten mir nicht, mit Jungen auszugehen.	erlaubten
arrivato	ADJ	Dunque, sei arrivato qui con una cattiva reputazione. Ma io sono pronto ad accettarti come sei.	arrivato	Also, du bist hier mit einem schlechten Ruf angekommen, aber dennoch werde ich dich so nehmen, wie du hier vor mir stehst.	angekommen	Sono arrivato la notte scorsa e mi sono fermato in una grotta a ovest.	arrivato	Ich bin letzte Nacht spät angekommen und ankerte in einer Bucht westlich von hier.	angekommen	È arrivato l‘altro ieri, dicono che sia un commerciante.	arrivato	Er ist vorgestern angekommen, man sagt, dass er Kaufmann ist.	angekommen
atleta	NOM	Sei corso via più veloce di un atleta olimpico.	atleta	Du ranntest schneller weg als ein Athlet bei den Olympischen Spielen.	Athlet	Un vero atleta fa qualsiasi sport.	atleta	Ein echter Athlet macht jeden Sport.	Athlet	N/A	N/A	N/A	
sugo	NOM	La pasta con il sugo è uno dei piatti tipici italiani.	sugo	Pasta mit Soße ist eines der typischen italienischen Gerichte.	Soße	N/A	N/A	N/A		N/A	N/A	N/A	
bellezza	NOM	La bellezza non dice nulla sul carattere di una persona.	bellezza	Schönheit sagt über den Charakter eines Menschen nichts aus.	Schönheit	Ogni stagione ha la sua bellezza.	bellezza	Jede Jahreszeit hat ihre eigene Schönheit.	Schönheit	La bellezza di questo giardino deve più al lavoro dell'uomo che alla natura.	bellezza	Dieser Garten verdankt seine Schönheit mehr der Arbeit des Menschen als der Natur.	Schönheit
almeno	ADV	Una frase contiene almeno un soggetto ed un verbo.	almeno	Ein Satz enthält mindestens ein Subjekt und ein Verb.	mindestens	Noi dobbiamo dormire almeno otto ore al giorno.	almeno	Wir müssen mindestens acht Stunden am Tag schlafen.	mindestens	Jim dice che fa footing almeno tre volte alla settimana.	almeno	Tom sagt, dass er mindestens drei Mal die Woche joggt.	mindestens
vicinanza	NOM	Il fumo è un segno che c'è del fuoco da qualche parte nelle vicinanze.	vicinanze	Der Rauch ist ein Anzeichen dafür, dass es irgendwo in der Nähe ein Feuer gibt.	Nähe	L’azienda olearia è posizionata nelle vicinanze del lago.	vicinanze	Die Ölmühle liegt in der Nachbarschaft des Sees.	Nachbarschaft	N/A	N/A	N/A	
elemento	NOM	La chimica di un atomo, la natura di un elemento chimico dipende solo dal numero di elettroni.	elemento	Die Eigenschaft eines chemischen Elements beruht auf der Anzahl der Elektronen.	Elements	Incrementando il numero atomico sempre di due si ottiene sempre qualche elemento familiare.	elemento	Erhöht man die Ordnungszahl um 2 erhält man immer ein bekanntes Element.	Element	Signori, questo introduce un elemento nuovo nella trattativa.	elemento	Meine Herren, das ist ein neues Element unserer Verhandlung.	Element
storiella	NOM	Questa storiella è troppo semplice per spiegare tutto.	storiella	Diese kleine Geschichte ist zu einfach, um alles zu erklären.	Geschichte	Una bella storiella per far addormentare i bambini.	storiella	Eine schöne Geschichte zum Einschlafen für die Kinder	Geschichte	N/A	N/A	N/A	
dettagliato	ADJ	Un rapporto dettagliato è stato inviato al governo.	dettagliato	Ein detaillierter Bericht ging an die Regierung.	detailliert	Il piano dettagliato era quello di navigare il Sud del Pacifico.	dettagliato	Der detaillierte Plan war, in den Südpazifik zu steuern	detaillierte	Preferisco un conto dettagliato, così si evitano malintesi.	dettagliato	Ich bevorzuge lieber eine detaillierte Rechnung, so vermeiden wir Missverständnisse.	detaillierte
aggiunta	NOM	In aggiunta a quella somma mi deve ancora dieci dollari.	aggiunta	Zusätzlich zu dieser Summe schuldet er mir noch zehn Dollar.	Zusätzlich	C'è stato un terremoto e, in aggiunta, anche uno tsunami.	aggiunta	Es gab ein Erdbeben und zusätzlich noch einen Tsunami.	zusätzlich	La proposta di emendamento dell'onorevole Adam aggiunge, alla fine, una mezza frase e noi siamo a favore di tale aggiunta.	aggiunta	Der Änderungsantrag von Herrn Adam fügt am Ende einen Halbsatz an, und wir sind für diesen Zusatz.	Zusatz
fondente	ADJ	Il bacio è un gusto del gelato che richiama quello dei baci di cioccolata: cioccolato fondente, cioccolato al latte e nocciole.	fondente	Der Bacio ist ein Geschmack von Eiscreme, der an den von Schokoladenküssen erinnert: dunkle Schokolade, Milchschokolade und Haselnüsse.	dunkle	N/A	N/A	N/A		N/A	N/A	N/A	
acquisire	VER	Io voglio acquisire una seconda lingua, al fine di dominarla liberamente.	acquisire	Ich will eine zweite Sprache erwerbe, um sie frei zu beherrschen.	erwerben	N/A	N/A	N/A		N/A	N/A	N/A	
dedicare	VER	La zoologia e la botanica sono dedicate allo studio della vita.	dedicate	Zoologie und Botanik widmen sich dem Studium des Lebens.	widmen	E poiché non potrò andare in pensione che tra cinque anni mi restano cinque anni da dedicare esclusivamente al suo caso.	dedicare	Da ich noch 5 Jahre bis zum Ruhestand habe, kann ich mich noch 5 Jahre exklusiv lhrem Fall widmen.	widmen	Che mi consiglia di dedicare questo libro a mia moglie.	dedicare	Die mir riet, das Buch meiner Frau zu widmen.	widmen
creare	VER	In principio Dio creò il cielo e la terra.	creò	Am Anfang schuf Gott Himmel und Erde.	schuf	Quando ci sono troppe cose in casa, è impossibile creare davvero ordine in essa.	creare	Sind zu viele Dinge im Haus, ist es unmöglich, darin wirklich Ordnung zu schaffen.	schaffen	Un Dio onnipotente potrebbe creare una pietra così pesante che Lui stesso non riuscirebbe a sollevarla?	creare	Kann ein allmächtiger Gott einen Stein erschaffen, der so schwer ist, dass selbst Er ihn nicht hochheben kann?	erschaffen
casuale	ADJ	Ogni riferimento a nomi, persone o fatti é del tutto casuale e non voluto.	casuale	Alle Ähnlichkeiten mit lebenden Personen sind rein zufällig und unbeabsichtigt.	zufällig	Non faccia di questo incontro casuale una cosa più grossa.	casuale	Machen Sie aus dieser zufälligen Begegnung doch nicht mehr, als sie ist.	zufälligen	No, non posso darvi informazioni complete, ed è del tutto casuale che mi abbiano mandato da lui.	casuale	Darüber kann ich keinen Bescheid geben, denn ich bin nur ganz zufällig an ihn gekommen.	zufällig
superare	VER	Tom ha finalmente superato la sua timidezza e ha chiesto a Mary di uscire con lui.	superato	Endlich hat Tom seine Schüchternheit überwunden und Mary gefragt, ob sie mit ihm ausgeht.	überwunden	Lui ha studiato duramente e ha superato l'esame.	superato	Er hat fleißig studiert und die Prüfung bestanden.	bestanden	Maria cerca di superare il suo dolore.	superare	Maria versucht ihren Schmerz zu überwinden.	überwinden
ritrovamento	NOM	Circa un mese dopo il ritrovamento del cadavere di Ralph Duran.	ritrovamento	Einen Monat, nach dem Fund der Leiche von Ralph Duran.	Fund	N/A	N/A	N/A		N/A	N/A	N/A	
abilità	NOM	I bambini superdotati — o bambini prodigio — mostrano le loro abilità già in tenera età.	abilità	Hochbegabte Kinder — oder Wunderkinder — zeigen ihre Fähigkeiten bereits in einem frühen Alter.	Fähigkeiten	Fa buon uso delle sue abilità.	abilità	Er nutzt seine Fähigkeiten gut aus.	Fähigkeiten	La rara abilità di cogliere le cose al volo senza dover riflettere.	abilità	Die seltene Fähigkeit, stets ohne Zögern die Lage aufs Genauste zu peilen.	Fähigkeit
epoca	NOM	I problemi della nostra epoca richiedono un nuovo pensiero.	epoca	Die Probleme unserer Zeit erfordern ein neues Denken.	Zeit	Ogni epoca ha i propri miti.	epoca	Jede Zeit hat ihre eigenen Mythen.	Zeit	In ogni epoca e cultura si è spinti a conformarsi ai pregiudizi prevalenti.	epoca	In allen Zeiten und Kulturen gab es Zwänge, sich im Rahmen der herrschenden Meinung zu bewegen.	Zeiten
lista	NOM	Vorrei avere una lista delle parole italiane che non sono ancora presenti nel corpus.	lista	Ich hätte gerne eine Liste der italienischen Wörter, die noch nicht im Korpus vorkommen.	Liste	Questa è la lista dei libri più venduti del mese scorso.	lista	Diese hier ist die Liste der meistverkauften Bücher des vergangenen Monats.	Liste	Perché Tom e Mary non sono in questa lista?	lista	Warum stehen Tom und Maria nicht auf dieser Liste?	Liste
investimento	NOM	L'istituto di investimento ha ingannato i clienti nel far comprare loro azioni senza valore.	investimento	Die Investmentgesellschaft hat ihre Klienten betrogen, indem sie ihnen Aktien ohne Wert verkaufte.	Investment	L'educazione è un investimento per il futuro.	investimento	Bildung ist eine Investition in die Zukunft.	Investition	Ho comprato quella casa come investimento.	investimento	Ich habe das Haus als Investment gekauft.	Investment
riscontro	NOM	Gentile signora, facendo riscontro alla sua lettera del 5 ottobre, Le inviamo questa E-Mail.	riscontro	Verehrte Madam, in Antwort auf Ihren Brief vom 5. Oktober senden wir Ihnen diese E-Mail.	Antwort	N/A	N/A	N/A		N/A	N/A	N/A	
scenografia	NOM	Così sembra una scenografia, una città di cartone.	scenografia	Auf einmal scheint es ein Bühnenbild, eine Stadt aus Pappe zu sein.	Bühnenbild	N/A	N/A	N/A		N/A	N/A	N/A	
traduttore	NOM	Devo andare in Giappone, visto che non conosco la lingua avrò bisogno di un traduttore!	traduttore	Ich muss nach Japan gehen, da ich die Sprache nicht kenne, brauche ich einen Übersetzer!	Übersetzer	N/A	N/A	N/A		N/A	N/A	N/A	
astrologo	NOM	La teoria dominante era quella di Tolomeo, un astronomo alessandrino e anche un eminente astrologo del suo tempo.	astrologo	Die vorherrschende Meinung basierte auf Ptolemäus, ein Astronom aus Alexandria, der seinerzeit angesehenste Astrologe.	Astrologe	In molti paesi divenne un reato capitale per chi non fosse un astrologo ufficiale leggere i fenomeni del cielo.	astrologo	Es wurde in vielen Ländern zu einem Kapitalverbrechen als nicht offizieller Astrologe Zukunftsdeutung zu betreiben.	Astrologe	N/A	N/A	N/A	
relazione	NOM	Il Giappone ha relazioni diplomatiche con la Cina.	relazioni	Japan hat diplomatische Beziehungen mit China.	Beziehungen	La relazione “A ama B“ non è riflessiva, transitiva né simmetrica.	relazione	Die Relation „A liebt B“ ist weder reflexiv noch transitiv noch symmetrisch.	Relation	Alcune espressioni servono solo ad avviare o mantenere relazioni interpersonali.	relazioni	Manche Redensarten haben nur den Zweck, zwischenmenschliche Beziehungen einzuleiten.	Beziehungen
grammatica	NOM	Tra la grammatica cinese e quella italiana c'è una bella differenza.	grammatica	Zwischen der chinesischen und der italienischen Grammatik besteht ein großer Unterschied.	Grammatik	Alcuni dialetti differiscono considerevolmente dalla lingua standard nella grammatica e nel vocabolario.	grammatica	In Grammatik und Vokabular unterscheiden sich einige Mundarten beträchtlich von der Hochsprache.	Grammatik	Il sig. Hirose insegna agli studenti la grammatica inglese.	grammatica	Herr Hirose bringt den Studenten englische Grammatik bei.	Grammatik
persino	ADV	Disciplinando le onde cerebrali, controllerete il battito cardiaco, la pressione, e persino il mal di testa.	persino	Wenn man Hirnwellen kontrolliert, kontrolliert man auch Herzschlag, Blutdruck und sogar Kopfschmerzen.	sogar	I detenuti ormai hanno cani, gatti, pappagalli, canarini, persino scimmie.	persino	Gefangene halten Hunde, Katzen, Papageien, Kanarien und sogar Affen.	sogar	Potrebbe venirne fuori un fantastico film per la tv, magari persino una serie.	persino	Das gäbe ein tollen Film, oder vielleicht sogar eine Serie.	sogar
pentire	VER	In età avanzata ci si pente soprattutto dei peccati che non si sono commessi.	pente	Im Alter bereut man vor allem die Sünden, die man nicht begangen hat.	bereut	Mi pento di aver passato la mia giovinezza senza far niente.	pento	Ich bereue es, meine Jugendzeit mit Faulenzen verbracht zu haben.	bereue	Ora mi pento di aver mentito.	pento	Ich bereue es jetzt, gelogen zu haben.	bereue
cassetto	NOM	All'interno del cassetto ho trovato biglietti, fotografie e un fascio di lettere legate da un nastro rosso.	cassetto	Im Inneren der Schublade habe ich Kärtchen, Fotos und ein mit einem roten Band zusammengebundenes Bündel Briefe gefunden.	Schublade	Nel cassetto segreto della scrivania ho trovato vecchie lettere d'amore.	cassetto	In der geheimen Schublade des Schreibtisches fand ich alte Liebesbriefe.	Schublade	Il primo cassetto è stato aperto per primo.	cassetto	Die oberste Schublade wurde zuerst geöffnet.	Schublade
olimpico	ADJ	Di che colore è l'anello più a destra nella bandiera olimpica?	olimpica	Welche Farbe hat der äußerste rechte Ring auf der Olympischen Flagge?	Olympischen	Sei corso via più veloce di un atleta olimpico.	olimpico	Du ranntest schneller weg als die Läufer bei den Olympischen Spielen.	Olympischen	N/A	N/A	N/A	
sano	ADJ	La vita di campagna è più sana della vita di città.	sana	Das Leben auf dem Lande ist gesünder als das in der Stadt.	gesünder	Biologico non significa per forza sano.	sano	Bio bedeutet nicht unbedingt gesund.	gesund	Questo ragazzo ha un corpo forte e sano.	sano	Dieser Junge hat einen starken, gesunden Körper.	gesunden
locale	ADJ	I monasteri erano generalmente ricchi e avevano molto potere a livello locale.	locale	Die Klöster waren im Allgemeinen reich und hatten viel Macht auf lokaler Ebene.	lokaler	Mi offrirono un lavoro di presentatrice in questa piccola stazione locale.	locale	Ein kleiner lokaler Sender wollte mich als Nachrichtensprecherin.	lokaler	N/A	N/A	N/A	
insegnamento	NOM	Una buona comunicazione con l'allievo è una risorsa decisiva per rendere l'insegnamento efficace.	insegnamento	Eine gute Kommunikation mit dem Schüler ist ein entscheidendes Mittel, um den Unterricht effektiv zu gestalten.	Unterricht	I nostri insegnanti utilizzano il metodo interattivo di insegnamento, in cui viene data particolare attenzione alla comunicazione con l'allievo.	insegnamento	Unsere Lehrer verwenden die interaktive Unterrichtsmethode, in welcher der Kommunikation mit dem Schüler besondere Aufmerksamkeit geschenkt wird.	Unterricht	Questo manuale utilizza un nuovo metodo di insegnamento.	insegnamento	Dieses Lehrbuch verwendet eine neue Lehrmethode.	Lehr
dieta	NOM	Mangeremo molto stasera e quindi spero che tu non sia a dieta.	dieta	Wir werden heute Abend viel essen, ich hoffe also, dass du nicht auf Diät bist.	Diät	Esiste davvero una dieta senza sacrifici?	dieta	Gibt es wirklich eine Diät, ohne Opfer bringen zu müssen?	Diät	Da domani mi metto a dieta.	dieta	Morgen fange ich mit meiner Diät an.	Diät
grosso	ADJ	Lui ha corso un grosso rischio.	grosso	Er ging ein großes Risiko ein.	großes	Nelle famiglie italiane i nonni danno un grosso aiuto nel crescere i bambini.	grosso	In den italienischen Familien leisten die Großeltern eine große Hilfe bei der Kindererziehung.	große	Lui sta facendo dei grossi progressi in inglese.	grossi	Er macht in Englisch große Fortschritte.	große
svolgere	VER	La Biennale di Venezia è una mostra d'arte contemporanea che si svolge ogni due anni.	svolge	Die Biennale von Venedig ist eine Ausstellung zeitgenössischer Kunst, die alle zwei Jahre stattfindet.	stattfindet	Tali lavori possono essere svolti da vigili del fuoco forestali privati.	svolti	Diese Arbeiten können von privaten Forstfeuerwehrleuten ausgeführt werden.	ausgeführt	Lui ha svolto perfettamente il suo lavoro.	svolto	Er hat seine Aufgabe vollkommen erledigt.	erledigt
usato	ADJ	Questa macchina usata è in vendita.	usata	Dieser gebrauchte Wagen steht zum Verkauf.	gebrauchte	Sei mai stato completamente e disperatamente innamorato, per poi scoprire che che sei stato usato?	usato	Waren Sie jemals hoffnungslos und bis über beide Ohren verliebt, und dann stellten Sie fest, dass man Sie ausgenutzt hat?	ausgenutzt	Se rinuncia a questi diritti tutto quello che dirà potrà essere usato contro di lei in tribunale. Ha compreso i suoi diritti?	usato	Alles, was Sie sagen, kann vor Gericht gegen Sie verwendet werden.	verwendet
usato	NOM	Leggo molto e quindi mi servo anche nel magazzino dell'usato per comprare libri.	usato	Ich lese sehr viel, und so nutze ich den Gebrauchtwarenladen auch, um Bücher zu kaufen.	Gebrauchtwaren	N/A	N/A	N/A		N/A	N/A	N/A	
privato	ADJ	Come si fa a raggiungere un equilibrio tra lavoro e vita privata?	privata	Wie erreichen wir ein ausgewogenes Verhältnis von Arbeit und Privatleben?	Privat	Gli hacker scovano nuove maniere per intrufolarsi nelle reti private o pubbliche.	private	Hacker finden neue Mittel und Wege, um in private und öffentliche Netze einzudringen.	private	Noi non sappiamo molto sulla sua vita privata.	privata	Wir wissen nicht viel über ihr Privatleben.	Privat
rivolgere	VER	Uno statunitense mi rivolse la parola in stazione.	rivolse	Ein Amerikaner hat mich im Bahnhof angesprochen.	angesprochen	Si rivolga dunque per cortesia alla reception.	rivolga	Wenden Sie sich doch bitte an die an der Rezeption.	Wenden	L'attenzione si rivolse al cantante.	rivolse	Die Aufmerksamkeit richtete sich auf den Sänger.	richtete
risparmiatore	NOM	Nella società di oggi è necessario essere risparmiatore per pagare le tasse.	risparmiatore	In der heutigen Gesellschaft muss man ein Sparer sein, um Steuern zahlen zu können.	Sparer	N/A	N/A	N/A		N/A	N/A	N/A	
aggiungere	VER	Il tè è troppo forte. Aggiunga un po' d'acqua.	Aggiunga	Der Tee ist zu stark. Sie können etwas Wasser hinzufügen.	hinzufügen	Per piacere, potete aggiungere il mio nome alla lista?	aggiungere	Können Sie bitte meinen Namen der Liste hinzufügen?	hinzufügen	Poi vengono aggiunti 80g di zucchero.	aggiunti	Dann wird 80g Zucker hinzugefügt	hinzugefügt
consecutivo	ADJ	È il terzo anno consecutivo che la Yamaha fa piazza pulita.	consecutivo	Zum dritten Jahr in Folge räumt Yamaha ab.	in Folge	N/A	N/A	N/A		N/A	N/A	N/A	
estivo	ADJ	Sono andati a Edimburgo per fuggire dal calore estivo.	estivo	Sie gingen nach Edinburg, um der Sommerhitze zu entfliehen.	Sommer	Sto pensando di andare negli Stati Uniti durante le vacanze estive.	estive	Ich überlege, in den Sommerferien in die USA zu reisen.	Sommer	Le vacanze estive iniziano in luglio.	estive	Die Sommerferien fangen im Juli an.	Sommer
capitare	VER	Che sfortuna! Perché questo è capitato proprio a me?	capitato	Was für ein Pech! Warum ist das ausgerechnet mir passiert?	passiert	Consideriamo il peggio che potrebbe capitare.	capitare	Wir wollen mal sehen, was schlimmstenfalls passieren kann.	passieren	Non gli era mai capitato prima.	capitato	Das war ihm nie zuvor geschehen.	geschehen
archeologico	ADJ	Il sito archeologico del mio paese è visitato da centinaia di turisti.	archeologico	Die archäologische Stätte meines Landes wird von Hunderten von Touristen besucht.	archäologische	N/A	N/A	N/A		N/A	N/A	N/A	
giurisprudenza	NOM	Inizia a parlare, poi fai giurisprudenza e gli fai causa.	giurisprudenza	Du fängst an, zu reden, studierst dann Jura und verklagst ihn.	Jura	Signore, è una verità universale della giurisprudenza che le leggi sono create dagli uomini.	giurisprudenza	Sir, es ist ein anerkanntes Prinzip der Jurisprudenz, dass Menschen Gesetze erlassen.	Jurisprudenz	N/A	N/A	N/A	
disporre	VER	Questo museo disporrà di un'affascinante collezione di oggetti celtici.	disporrà	Dieses Museum wird eine faszinierende Sammlung keltischer Gegenstände ausstellen.	ausstellen	I libri sono stati disposti in ordine alfabetico.	disposti	Die Bücher waren in alphabetischer Reihenfolge ausgestellt.	ausgestellt	Disponiamo di un ascensore nella nostra nuova casa.	Disponiamo	Wir haben einen Lift in unserem neuen Haus bereitgestellt.	bereitgestellt
fantasia	NOM	Spesso le cose non sono come sembrano e talvolta la realtà è più strana e più interessante della fantasia.	fantasia	Oft ist es nicht so, wie es scheint, und die Realität ist viel seltsamer und viel interessanter als die Fantasie.	Fantasie	Quando una persona media invia un messaggio in una bottiglia, è solo una fantasia infantile.	fantasia	Wenn eine normaler Mensch eine Flaschenpost verschickt, so nur aus einer kindlichen Fantasie heraus.	Fantasie	Non lasciare che la tua fantasia divenga folle.	fantasia	Lass deine Fantasie nicht verrückt spielen.	Fantasie
laureare	VER	Devo prima ottenere una laurea per trovare un lavoro o devo trovarlo e poi laurearmi?	laurearmi	Muss ich erst einen Abschluss machen, um einen Job zu bekommen, oder muss ich ihn erst machen und dann graduieren?	graduieren	N/A	N/A	N/A		N/A	N/A	N/A	
infelice	ADJ	Nonostante tutta la sua ricchezza, lui è infelice.	infelice	Trotz seines ganzen Reichtums ist er unglücklich.	unglücklich	Potrei essere infelice, ma non commetterei mai suicidio.	infelice	Ich wäre unglücklich, aber ich würde keinen Selbstmord begehen.	unglücklich	Se ben ricordo, quando un tempo ero pazzamente e ridicolmente innamorato, ero anche profondamente infelice.	infelice	Ich weiß noch, wie ich einmal, als ich unglaublich glücklich verliebt war, gleichzeitig sehr unglücklich war.	unglücklich
capitano	NOM	Il capitano è l'ultimo ad abbandonare la nave.	capitano	Der Kapitän geht als Letzter von Bord.	Kapitän	Il capitano ama la sua nave come un padre suo figlio.	capitano	Der Kapitän liebt sein Schiff, wie ein Vater sein Kind.	Kapitän	Che meraviglia di astronave, mio caro capitano!	capitano	Ein beeindruckendes Raumschiff, Kapitän.	Kapitän
guadagno	NOM	Organizzo tutto io e prendo il 50 per cento del maggior guadagno che fate.	guadagno	Ich organisier das und ich bekomme 50% vom zusätzlichen Gewinn.	Gewinn	Il suo guadagno è il frutto del suo duro lavoro.	guadagno	Sein Verdienst ist Frucht seiner harten Arbeit.	Verdienst	I libri che volevo scrivere, non possono darci un guadagno immediato.	guadagno	Die Bücher, die ich schreiben wollte, bringen uns keinen unmittelbaren Gewinn ein.	Gewinn
ignorare	VER	Ha notato un buco nella sua giacca, ma ha provato a ignorarlo.	ignorarlo	Er bemerkte ein Loch in seiner Jacke, aber versuchte es zu ignorieren.	ignorieren	Non posso semplicemente ignorare il suo comportamento maleducato.	ignorare	Ich kann sein unhöfliches Benehmen einfach nicht ignorieren.	ignorieren	Lei ha ignorato il consiglio di sua madre.	ignorato	Sie hat den Rat ihrer Mutter ignoriert.	ignoriert
concentrare	VER	Mentre guidi dovresti concentrarti sulla strada.	concentrarti	Du solltest dich auf die Straße konzentrieren, während du fährst.	konzentrieren	Io oggi non riesco a concentrarmi sul mio lavoro.	concentrarmi	Ich kann mich heute nicht auf meine Arbeit konzentrieren.	konzentrieren	Non riusciva a concentrarsi sulla conversazione.	concentrarsi	Sie schaffte es nicht, sich auf die Unterhaltung zu konzentrieren.	konzentrieren
recare	VER	Se si hanno difficoltà all'estero è necessario recarsi alla propria ambasciata.	recarsi	Wenn Sie im Ausland Schwierigkeiten haben, müssen Sie sich an Ihre Botschaft wenden.	wenden	N/A	N/A	N/A		N/A	N/A	N/A	
avviso	NOM	Maria è dell'avviso che il latino non è per niente una lingua morta.	avviso	Maria ist der Auffassung, dass das Latein keineswegs eine tote Sprache ist.	Auffassung	La richiesta è, a mio avviso, logica.	avviso	Der Antrag ist meines Erachtens logisch.	Erachtens	A mio avviso è la strada sbagliata.	avviso	Meines Erachtens ist das der falsche Weg.	Erachtens
offendere	VER	Dottor Jones, nel nostro paese non è costume offendere i propri ospiti.	offendere	Dr. Jones, bei uns ist es unüblich, dass ein Gast den Gastgeber beleidigt.	beleidigt	Scusami, soldato, non volevo offendere né te né lei.	offendere	Verzeih, Soldat, ich wollte weder dich noch sie beleidigen.	beleidigen	N/A	N/A	N/A	
ultimamente	ADV	Ultimamente ha fatto progressi straordinari in inglese.	Ultimamente	In letzter Zeit hat sie in Englisch ausgezeichnete Fortschritte gemacht.	In letzter Zeit	Ultimamente piove sempre.	Ultimamente	In letzter Zeit regnet es dauernd.	In letzter Zeit	Non mi riguarda, ma lei beve molto ultimamente.	ultimamente	Ich weiß, es geht mich nichts an, Mr. Byrne, aber Sie haben in letzter Zeit viel getrunken.	in letzter Zeit
trasferimento	NOM	Non sempre è facile accettare il trasferimento in un'altra sede, specie se questa è distante da dove si abita.	trasferimento	Es ist nicht immer einfach, eine Versetzung an einen anderen Ort zu akzeptieren, insbesondere wenn dieser weit von Ihrem Wohnort entfernt ist.	Versetzung	N/A	N/A	N/A		N/A	N/A	N/A	
scioglimento	NOM	L'innalzamento della temperatura terrestre è la causa principale dello scioglimento dei ghiacciai.	scioglimento	Der Anstieg der Temperatur der Erde ist die Hauptursache für das Abschmelzen der Gletscher.	Abschmelzen	N/A	N/A	N/A		N/A	N/A	N/A	
sogno	NOM	Stanotte ho fatto un sogno strano.	sogno	Ich hatte letzte Nacht einen seltsamen Traum.	Traum	Il suo sogno è di studiare chimica negli Stati Uniti.	sogno	Sein Traum ist es, in den Vereinigten Staaten Chemie zu studieren.	Traum	Finché mia moglie mi sopporta, continuerò a realizzare il mio sogno.	sogno	Solange meine Frau mich unterstützt, werde ich fortfahren, meinen Traum zu verwirklichen.	Traum
foto	NOM	Alcune foto sono state stampate in bianco e nero.	foto	Einige Fotos wurden in Schwarz-Weiß gedruckt.	Fotos	Lei ha un album con foto belle da mozzare il fiato.	foto	In ihrem Album sind atemberaubend schöne Fotos.	Fotos	Riconosci l'uomo in questa foto?	foto	Erkennst du den Mann auf diesem Foto?	Foto
copiare	VER	Potrebbero invalidare il tuo esame, se ti scoprono a copiare.	copiare	Sie könnten deine Prüfung für ungültig erklären, wenn sie dich beim Betrügen erwischen.	Betrügen	N/A	N/A	N/A		N/A	N/A	N/A	
